"REPOSITORY_NM","REPOSITORY_NO","FUNC_ID","FUNC_SEQ","SORT","COL_NAME","DISP_NAME","KEY_FLG","UPDATE_FLG","SEARCH_FLG","GROUP_NAME","CR_FLG","PATTERN_ID","DATA_TYPE","INPUT_SIZE","DISP_SIZE","TEXT_ROWS","REQUIRED_FLG","COMPONENT","SIKIBETU_CODE","CREATED_DATE","CREATED_BY","CREATED_PRG_NM","UPDATED_DATE","UPDATED_BY","UPDATED_PRG_NM"
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","14","CREATED_PRG_NM","","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","15","UPDATED_DATE","","","","0","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","16","UPDATED_BY","","","","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","17","UPDATED_PRG_NM","","","","0","","","TEXT","nvarchar","50","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","18","MODIFY_COUNT","","","","0","","","INT","numeric","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","0","I_SHIP_INST","Shipment No","","","1","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","1","I_SHP_PKG_STATUS","Picking Status","","","1","","","TEXT","nvarchar","1","","","","1","DMTT_G_SHP_PKG","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","2","I_SHIP_DLY_DATE","Delivery Date","","","1","","","DATE","datetime","23","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","3","I_CSCODE","Customer Code","","","1","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","4","I_NAME","Customer Name","","","1","","","TEXT","nvarchar","100","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","5","I_SHIPTO","Ship To","","","1","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","6","I_SONO","SO No.","","","1","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","7","I_ENDUSER","P.I.C","","","1","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","8","I_ASSIGNTO","Assigned To","","","1","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","9","I_INVOICE_NO","Invoice No.","","","0","","","TEXT","nvarchar","20","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","0","I_CSCODE","Customer Code","1","1","0","","","TEXT","nvarchar","10","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","1","I_NAME","Customer Name","1","1","0","","","TEXT","nvarchar","100","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","2","I_ADDR1","Address","1","1","0","","","TEXT","nvarchar","250","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_USER_LIST","0","0","USER_ID","User ID","1","1","0","","","TEXT","nvarchar","12","","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_USER_LIST","0","1","USER_NM","User Name","1","1","0","","","TEXT","nvarchar","42","","","","","","","","","","",""
