"REPOSITORY_NM","REPOSITORY_NO","FUNC_ID","FUNC_SEQ","FUNC_KBN","USER_CODE","SEQ","KEY_CODE","NAME","OPTN","VALUE","VALUE_TO","FLAG","NOTE","CREATED_DATE","CREATED_BY","CREATED_PRG_NM","UPDATED_DATE","UPDATED_BY","UPDATED_PRG_NM"
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","0","LIST","TLN_GEN_ALL","5","I_SHIPTO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","0","LIST","TLN_GEN_ALL","6","I_ENDUSER","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","0","LIST","TLN_GEN_ALL","7","b","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","0","I_SONO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","1","I_ITEMCODE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","2","I_DESC","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","3","I_PALLET_QTY","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","4","I_BALANCE_QTY","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","5","I_SHIP_QTY","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","6","I_BOX_QTY","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","7","I_LOTNO_FR","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","8","I_LOTNO_TO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST","1","LIST","TLN_GEN_ALL","9","I_WODATE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","0","Detail","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","1","Issue Invocie","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","2","Scan QA","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","3","SEL_CHK","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","4","I_SHIP_INST","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","5","I_SHIP_DLY_DATE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","6","I_ENDUSER","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","7","I_CSCODE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","8","I_NAME","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","9","I_SHIPTO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","10","I_SHP_PKG_STATUS","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","11","I_INVOICE_NO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","12","Print DO","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","13","Print Ship Order","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","14","Print Picking List","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_INST_LIST","1","LIST","TLN_GEN_ALL","15","Print Shipping Mask","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","0","LIST","TLN_GEN_ALL","0","I_SHIP_INST_DATE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","0","LIST","TLN_GEN_ALL","1","I_SHIP_CFM","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","0","LIST","TLN_GEN_ALL","2","I_CSCODE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","0","LIST","TLN_GEN_ALL","3","I_NAME","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","0","LIST","TLN_GEN_ALL","4","I_SHIP_DLY_DATE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","0","LIST","TLN_GEN_ALL","5","I_SHIPTO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","0","LIST","TLN_GEN_ALL","6","I_ENDUSER","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","0","I_SONO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","1","I_ITEMCODE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","2","I_DESC","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","3","I_QTY","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","4","I_SHIP_QTY","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","5","I_PCS_BOX","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","6","I_LOTNO_FR","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","7","I_LOTNO_TO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","LIST","TLN_GEN_ALL","8","I_WODATE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_DETAILS","1","SORT","TLN_GEN_ALL","0","I_SHIP_LNNO","","ASC","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","1","Detail","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","2","I_SHIP_INST","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","3","I_SHIP_DLY_DATE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","4","I_CSCODE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","5","I_NAME","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","6","I_SHP_PKG_STATUS","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","7","I_SHIPTO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","8","I_INVOICE_NO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","9","I_SONO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","10","I_ENDUSER","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","demo","11","I_ASSIGNTO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","0","Detail","","BUTTON","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","1","I_SHIP_INST","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","2","I_SHIP_DLY_DATE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","3","I_CSCODE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","4","I_NAME","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","5","I_SHP_PKG_STATUS","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","6","I_SHIPTO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","7","I_INVOICE_NO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","8","I_SONO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","9","I_ENDUSER","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_PRESS_SHIPMENT_JOB_LIST","0","LIST","TLN_GEN_ALL","10","I_ASSIGNTO","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","LIST","demo","1","I_CSCODE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","LIST","demo","2","I_NAME","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","LIST","demo","3","I_ADDR1","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","LIST","TLN_GEN_ALL","0","View","","VIEW","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","LIST","TLN_GEN_ALL","1","I_CSCODE","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_T_SHP010_CS","0","LIST","TLN_GEN_ALL","2","I_NAME","","ITEM","","","","","","","","","",""
"Woody_main_2025-12-25","0","DMTT_USER_LIST","0","SORT","TLN_GEN_ALL","0","USER_ID","","ASC","","","","","","","","","",""
